Lead ID,Business Name,Category,Decision Maker,Email Address,Phone Number,Website Status,Current Website URL,Facebook Profile,Instagram Profile,Google Rating,Review Count,Street Address,City,State / Region,Postal Code,Country,Lead Score (0-100),Est. Annual Revenue,Est. Employee Count,Buying Intent Score,SWOT Top Strength,SWOT Critical Deficit,AI Recommended Pitch Hook,AI Pitch Preview,Outreach Status
LEAD-0547,ProPower Electrical Contractors,Electrician,Emily McCarthy,contact@propowerelectricmanchester.co.uk,+44 161 425 5855,SOCIAL,https://facebook.com/propowerelectric,https://facebook.com/propowerelectric,https://instagram.com/propowerelectric,4.9★,45,61 Oak Lane,Manchester,Greater Manchester,M2 754CD,GB,88.95,$300k - $800k,5-12,90/100,Strong local reputation (4.9★ across 45 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding ProPower Electrical Contractors vs other electricians in Manchester,"Hi,  I was researching electricians in Manchester and noticed that while ProPower Electrical Contractors has a great reputation, other electricians in Manchester is currently capturing a significant s...",READY (Approved)
LEAD-0548,The Rustic Italian Restaurant,Restaurant,Emma White,hello@therusticitalianedinburgh.co.uk,+44 131 747 2903,MISSING,None (Missing),https://facebook.com/therusticitalian,None,4.8★,55,141 Victoria Street,Edinburgh,Scotland,EH24 236EF,GB,82.55,$400k - $1.5M,5-12,90/100,Strong local reputation (4.8★ across 55 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding The Rustic Italian Restaurant vs other restaurants in Edinburgh,"Hi,  I was researching restaurants in Edinburgh and noticed that while The Rustic Italian Restaurant has a great reputation, other restaurants in Edinburgh is currently capturing a significant share o...",READY (Approved)
LEAD-0549,Wild Flour Cafe & Bakery,Cafe,Aoife O'Connor,contact@wildflourcafebakbirmingham.co.uk,+44 121 380 5194,LIVE,https://www.wildflourcafebakbirmingham.co.uk,https://facebook.com/wildflourcafebak,https://instagram.com/wildflourcafebak,4.5★,184,150 George's Street,Birmingham,West Midlands,B24 863GH,GB,60.75,$200k - $600k,10-25,60/100,Strong local reputation (4.5★ across 184 Google reviews).,,Quick question regarding Wild Flour Cafe & Bakery vs other cafes in Birmingham,"Hi,  I was researching cafes in Birmingham and noticed that while Wild Flour Cafe & Bakery has a great reputation, other cafes in Birmingham is currently capturing a significant share of local Google ...",READY (Approved)
LEAD-0550,Glow & Co Hair Designers,Salon,William Lynch,hello@glowcohairdesignnewyork.com,+1 212 532 5403,MISSING,None (Missing),https://facebook.com/glowcohairdesign,None,4.5★,14,112 Broad Street,New York,New York,10005,US,79.75,$200k - $500k,2-5,80/100,Strong local reputation (4.5★ across 14 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Glow & Co Hair Designers vs other salons in New York,"Hi,  I was researching salons in New York and noticed that while Glow & Co Hair Designers has a great reputation, other salons in New York is currently capturing a significant share of local Google Se...",READY (Approved)
LEAD-0551,Elevation Health & Performance,Gym,Sarah Wilson,hello@elevationhealthpaustin.com,+1 512 863 5621,MISSING,None (Missing),https://facebook.com/elevationhealthp,https://instagram.com/elevationhealthp,4.5★,34,18 King Street,Austin,Texas,78703,US,80.45,$350k - $900k,5-12,90/100,Strong local reputation (4.5★ across 34 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Elevation Health & Performance vs other gyms in Austin,"Hi,  I was researching gyms in Austin and noticed that while Elevation Health & Performance has a great reputation, other gyms in Austin is currently capturing a significant share of local Google Sear...",READY (Approved)
LEAD-0552,Lexis Law Chambers,Lawyer,Grace Johnson,info@lexislawchamberschicago.com,+1 312 817 2633,MISSING,None (Missing),https://facebook.com/lexislawchambers,None,4.4★,13,12 King Street,Chicago,Illinois,60608,US,77.75,$600k - $2.5M,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Lexis Law Chambers vs other lawyers in Chicago,"Hi,  I was researching lawyers in Chicago and noticed that while Lexis Law Chambers has a great reputation, other lawyers in Chicago is currently capturing a significant share of local Google Search t...",READY (Approved)
LEAD-0553,O'Connor's Accountant,Accountant,William O'Connor,enquiries@oconnorsaccountamiami.com,+1 305 953 6544,BROKEN,http://www.oconnorsaccountamiami.com,https://facebook.com/oconnorsaccounta,https://instagram.com/oconnorsaccounta,4.5★,92,145 Commercial Road,Miami,Florida,33106,US,90.35,$400k - $1.2M,5-12,60/100,Strong local reputation (4.5★ across 92 Google reviews).,,Quick question regarding O'Connor's Accountant vs other accountants in Miami,"Hi,  I was researching accountants in Miami and noticed that while O'Connor's Accountant has a great reputation, other accountants in Miami is currently capturing a significant share of local Google S...",READY (Approved)
LEAD-0554,FleetFix Auto Service & Repair,Car Repair,Samuel White,info@fleetfixautoservseattle.com,+1 206 245 2684,MISSING,None (Missing),https://facebook.com/fleetfixautoserv,None,4.3★,52,58 High Street,Seattle,Washington,98108,US,77.35,$350k - $850k,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding FleetFix Auto Service & Repair vs other car repairs in Seattle,"Hi,  I was researching car repairs in Seattle and noticed that while FleetFix Auto Service & Repair has a great reputation, other car repairs in Seattle is currently capturing a significant share of l...",READY (Approved)
LEAD-0555,Iris & Co Photography,Photographer,Sophie Clark,hello@iriscophotographsydney.com.au,+61 2 312 4678,MISSING,None (Missing),None,https://instagram.com/iriscophotograph,4.5★,25,22 Main Street,Sydney,New South Wales,20020,AU,79.95,$150k - $400k,2-5,80/100,Strong local reputation (4.5★ across 25 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Iris & Co Photography vs other photographers in Sydney,"Hi,  I was researching photographers in Sydney and noticed that while Iris & Co Photography has a great reputation, other photographers in Sydney is currently capturing a significant share of local Go...",READY (Approved)
LEAD-0556,Manor & Gardens Venue & Retreat,Event Venue,Sarah Lee,enquiries@manorgardensvenumelbourne.com.au,+61 3 493 6707,BROKEN,http://www.manorgardensvenumelbourne.com.au,https://facebook.com/manorgardensvenu,https://instagram.com/manorgardensvenu,4.8★,27,95 Victoria Street,Melbourne,Victoria,30023,AU,87.15,$500k - $2.0M,2-5,50/100,Strong local reputation (4.8★ across 27 Google reviews).,,Quick question regarding Manor & Gardens Venue & Retreat vs other event venues in Melbourne,"Hi,  I was researching event venues in Melbourne and noticed that while Manor & Gardens Venue & Retreat has a great reputation, other event venues in Melbourne is currently capturing a significant sha...",READY (Approved)
LEAD-0557,SugarCraft Bakehouse,Bakery,James Jones,james@sugarcraftbakehotoronto.ca,+1 416 657 8838,SOCIAL,https://facebook.com/sugarcraftbakeho,https://facebook.com/sugarcraftbakeho,https://instagram.com/sugarcraftbakeho,4.7★,54,38 Grand Parade,Toronto,Ontario,M5V 11K230,CA,87.95,$200k - $550k,5-12,90/100,Strong local reputation (4.7★ across 54 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding SugarCraft Bakehouse vs other bakerys in Toronto,"Hi,  I was researching bakerys in Toronto and noticed that while SugarCraft Bakehouse has a great reputation, other bakerys in Toronto is currently capturing a significant share of local Google Search...",READY (Approved)
LEAD-0558,Integrity Home Builders,Contractor,Zoe Lee,enquiries@integrityhomebuivancouver.ca,+1 604 851 6463,MISSING,None (Missing),None,None,4.8★,71,138 Trinity Street,Vancouver,British Columbia,V6B 16L645,CA,74.25,$600k - $2.5M,5-12,80/100,Strong local reputation (4.8★ across 71 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Integrity Home Builders vs other contractors in Vancouver,"Hi,  I was researching contractors in Vancouver and noticed that while Integrity Home Builders has a great reputation, other contractors in Vancouver is currently capturing a significant share of loca...",READY (Approved)
LEAD-0559,Ark Animal Clinic,Veterinary,Ella Lewis,info@arkanimalclinicauckland.co.nz,+64 9 440 6926,MISSING,None (Missing),None,https://instagram.com/arkanimalclinic,4.4★,20,29 Main Street,Auckland,Auckland,10112,NZ,75.75,$450k - $1.3M,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Ark Animal Clinic vs other veterinarys in Auckland,"Hi,  I was researching veterinarys in Auckland and noticed that while Ark Animal Clinic has a great reputation, other veterinarys in Auckland is currently capturing a significant share of local Google...",READY (Approved)
LEAD-0560,Lewis's Dentist,Dentist,Lily Lewis,hello@lewissdentistdublin.ie,+353 1 257 3257,MISSING,None (Missing),https://facebook.com/lewissdentist,https://instagram.com/lewissdentist,4.7★,16,109 Broad Street,Dublin,Leinster,D02 X818,IE,81.55,$400k - $1.2M,2-5,80/100,Strong local reputation (4.7★ across 16 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Lewis's Dentist vs other dentists in Dublin,"Hi,  I was researching dentists in Dublin and noticed that while Lewis's Dentist has a great reputation, other dentists in Dublin is currently capturing a significant share of local Google Search traf...",READY (Approved)
LEAD-0561,QuickFlow Plumbing Services,Plumber,William Miller,contact@quickflowplumbincork.ie,+353 21 344 2294,MISSING,None (Missing),https://facebook.com/quickflowplumbin,None,4.5★,41,121 King Street,Cork,Munster,T12 0024,IE,79.75,$250k - $750k,5-12,90/100,Strong local reputation (4.5★ across 41 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding QuickFlow Plumbing Services vs other plumbers in Cork,"Hi,  I was researching plumbers in Cork and noticed that while QuickFlow Plumbing Services has a great reputation, other plumbers in Cork is currently capturing a significant share of local Google Sea...",READY (Approved)
LEAD-0562,IronClad Roofing Contractors,Roofing,Noah O'Connor,hello@ironcladroofingcgalway.ie,+353 91 261 1526,SOCIAL,https://facebook.com/ironcladroofingc,https://facebook.com/ironcladroofingc,https://instagram.com/ironcladroofingc,4.4★,220,109 Commercial Road,Galway,Connacht,H91 0018,IE,90.75,$500k - $1.5M,10-25,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding IronClad Roofing Contractors vs other roofings in Galway,"Hi,  I was researching roofings in Galway and noticed that while IronClad Roofing Contractors has a great reputation, other roofings in Galway is currently capturing a significant share of local Googl...",READY (Approved)
LEAD-0563,Elite Electricians & Automation,Electrician,Ethan Anderson,contact@eliteelectricianlimerick.ie,+353 61 294 9544,MISSING,None (Missing),None,None,4.8★,80,101 Market Square,Limerick,Munster,V94 0024,IE,73.75,$300k - $800k,5-12,80/100,Strong local reputation (4.8★ across 80 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Elite Electricians & Automation vs other electricians in Limerick,"Hi,  I was researching electricians in Limerick and noticed that while Elite Electricians & Automation has a great reputation, other electricians in Limerick is currently capturing a significant share...",READY (Approved)
LEAD-0564,Copper Pot Dining Room,Restaurant,Emily O'Sullivan,emily@copperpotdiningrwaterford.ie,+353 51 368 1895,SOCIAL,https://facebook.com/copperpotdiningr,https://facebook.com/copperpotdiningr,https://instagram.com/copperpotdiningr,4.4★,224,20 Broad Street,Waterford,Munster,X91 0020,IE,95.25,$400k - $1.5M,10-25,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Copper Pot Dining Room vs other restaurants in Waterford,"Hi,  I was researching restaurants in Waterford and noticed that while Copper Pot Dining Room has a great reputation, other restaurants in Waterford is currently capturing a significant share of local...",READY (Approved)
LEAD-0565,Roasted Specialty Coffee,Cafe,Michael O'Neill,hello@roastedspecialtybelfast.co.uk,+44 28 811 1179,SOCIAL,https://facebook.com/roastedspecialty,https://facebook.com/roastedspecialty,https://instagram.com/roastedspecialty,4.6★,153,9 Park Avenue,Belfast,Ulster,BT9 187AB,GB,91.75,$200k - $600k,10-25,90/100,Strong local reputation (4.6★ across 153 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Roasted Specialty Coffee vs other cafes in Belfast,"Hi,  I was researching cafes in Belfast and noticed that while Roasted Specialty Coffee has a great reputation, other cafes in Belfast is currently capturing a significant share of local Google Search...",READY (Approved)
